no,name,rider_title,rider_title_eligibility,rider_title_basis,country,era,primary_archetype,secondary_archetype,ace_aptitude,support_aptitude,preferred_roles,specialist_role,aptitude_tags,credit_salary,sprint,acceleration,punch,cruise,climb,stamina,resistance,technique,bikeControl,pave,recovery,dailyRecovery,teamwork,ego,fighting,pave_best_result,pave_finishes,pave_top10s,pave_wins,pave_status,pave_basis,pave_source_url,rating_status,rating_basis,profile_url,world_road_gold,world_road_silver,world_road_bronze,world_itt_gold,world_itt_silver,world_itt_bronze,world_championship_basis,world_championship_source_url,current_team,birth_date,active_status,selection_basis,active_source_url
216,Einer Rubio,,,,コロンビア,現役,クライマー,スプリンター,70,71,山岳賞ハンター / スプリントトレイン / 山岳アシスト / 山岳ペースメーカー,,クライマー / スプリンター,4200,59,68,67,65,78,72,67,65,64,50,74,76,67,68,68,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィール脚質「Climber」を反映。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Einer_Rubio,,,,,,,,,Movistar Team,1998-02-22,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
217,Clément Braz Afonso,,,,フランス,現役,クライマー,スプリンター,70,72,山岳賞ハンター / スプリントトレイン / 山岳アシスト,,クライマー / スプリンター,4050,57,67,68,58,76,72,71,63,58,54,73,75,70,68,67,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィール脚質「Climber, puncheur」を反映。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Cl%C3%A9ment_Braz_Afonso,,,,,,,,,Groupama–FDJ United,1999-11-08,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
218,Alexander Hajek,,,,オーストリア,現役,クラシック型,クライマー,70,73,山岳賞ハンター / 石畳護衛,,クラシック型 / クライマー,4000,73,67,69,72,64,69,75,68,78,71,66,68,73,65,70,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Alexander_Hajek,,,,,,,,,Red Bull–Bora–Hansgrohe,2003-07-19,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
219,Axel Huens,,,,フランス,現役,クライマー,スプリンター,70,71,山岳賞ハンター / スプリントトレイン / 山岳アシスト / 山岳番手,,クライマー / スプリンター,4000,60,66,66,60,76,70,72,66,66,53,75,73,66,68,69,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Axel_Huens,,,,,,,,,Groupama–FDJ United,2001-09-05,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
220,Cyril Barthe,,,,フランス,現役,パンチャー,クライマー,70,69,ステージハンター / 山岳賞ハンター,,パンチャー / クライマー,3850,72,73,77,68,71,65,69,71,71,58,66,67,67,74,73,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィール脚質「Puncheur」を反映。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Cyril_Barthe,,,,,,,,,Groupama–FDJ United,1996-02-14,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
221,Ewen Costiou,,,,フランス,現役,パンチャー,スプリンター,70,68,ステージハンター / 山岳賞ハンター / スプリントトレイン,,パンチャー / スプリンター,3700,69,71,78,67,71,64,62,68,74,59,69,66,61,72,69,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Ewen_Costiou,,,,,,,,,Groupama–FDJ United,2002-11-10,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
222,Erik Nordsæter Resell,,,,ノルウェー,現役,パンチャー,スプリンター,70,68,ロードキャプテン / ステージハンター / スプリントトレイン,,パンチャー / スプリンター,3450,65,72,74,66,70,62,66,68,71,54,61,68,63,72,71,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders,,,,,,,,,Uno-X Mobility,1996-09-28,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
223,Daniel Skerl,,,,イタリア,現役,パンチャー,総合型,70,65,ステージハンター / 集団コントローラー,,パンチャー / 総合型,3300,64,73,74,62,71,64,61,70,71,54,61,58,59,70,72,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Daniel_Skerl,,,,,,,,,Team Bahrain Victorious,2003-03-21,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
224,Liam Slock,,,,ベルギー,現役,TT・ルーラー型,スプリンター,69,77,TTスペシャリスト / スプリントトレイン / 平坦アシスト / 集団コントローラー / ブレイクアウェイキラー / ポジションキーパー,,TT・ルーラー型 / スプリンター,4850,65,65,62,79,64,76,74,77,71,59,70,66,79,66,65,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィール脚質「Time trialist」を反映。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Liam_Slock,,,,,,,,,Lotto–Intermarché,2000-09-18,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
225,Artem Shmidt,,,,アメリカ,現役,TT・ルーラー型,クライマー,69,78,山岳賞ハンター / 平坦アシスト / 平坦ペースメーカー / TT牽引 / ブレイクアウェイキラー,,TT・ルーラー型 / クライマー,4700,65,65,67,84,69,71,71,73,69,58,66,67,79,66,65,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Artem_Shmidt,,,,,,,,,Netcompany INEOS Cycling Team,2004-01-30,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
226,Kamil Gradek,,,,ポーランド,現役,TT・ルーラー型,総合型,69,78,平坦アシスト / TT牽引 / 集団コントローラー / ブレイクアウェイキラー,,TT・ルーラー型 / 総合型,4500,67,65,65,79,66,73,72,76,67,63,65,66,81,64,64,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィール脚質「Rouleur」を反映。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Kamil_Gradek,,,,,,,,,Team Bahrain Victorious,1990-09-17,現役確認済,2026 UCI WorldTeam名簿掲載,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
