stage,route,stageType,profile,team,phase,phaseLabel,rider,card,slot,cost,target,power,packageTotalEffect
11,Vichy > Nevers,平坦,flat,Team 03,decisive,決着,Remi Cavagna,ローテーション牽引,specialty,2,味方エース,2.666,9.035
11,Vichy > Nevers,平坦,flat,Team 03,decisive,決着,Danny van Poppel,最終発射,decisive,3,味方エース,6.941,9.035
11,Vichy > Nevers,平坦,flat,Team 04,setup,展開形成,Luke Durbridge,高速牽引,specialty,2,味方エース,3.471,9.399
11,Vichy > Nevers,平坦,flat,Team 04,setup,展開形成,Luka Mezgec,高速リードアウト,specialty,2,味方エース,4.15,9.399
11,Vichy > Nevers,平坦,flat,Team 04,setup,展開形成,Carlos Canal,位置引き上げ,basic,1,味方エース,1.336,9.399
11,Vichy > Nevers,平坦,flat,Team 04,control,勝負所への運搬,Luke Durbridge,ローテーション牽引,specialty,2,味方エース,3.402,9.399
11,Vichy > Nevers,平坦,flat,Team 04,control,勝負所への運搬,Luka Mezgec,高速リードアウト,specialty,2,味方エース,3.493,9.399
11,Vichy > Nevers,平坦,flat,Team 04,control,勝負所への運搬,Frank van den Broek,トラブル復帰,basic,1,味方エース,1.251,9.399
11,Vichy > Nevers,平坦,flat,Team 04,decisive,決着,Luka Mezgec,高速リードアウト,specialty,2,味方エース,3.986,9.399
11,Vichy > Nevers,平坦,flat,Team 04,decisive,決着,Carlos Canal,最終発射,decisive,3,味方エース,6.495,9.399
11,Vichy > Nevers,平坦,flat,Team 05,setup,展開形成,Kasper Asgreen,平坦牽引,basic,1,味方エース,1.927,9.362
11,Vichy > Nevers,平坦,flat,Team 05,setup,展開形成,Jan Tratnik,高速牽引,specialty,2,味方エース,3.458,9.362
11,Vichy > Nevers,平坦,flat,Team 05,setup,展開形成,Simone Consonni,高速リードアウト,specialty,2,味方エース,4.079,9.362
11,Vichy > Nevers,平坦,flat,Team 05,control,勝負所への運搬,Kasper Asgreen,ローテーション牽引,specialty,2,味方エース,3.475,9.362
11,Vichy > Nevers,平坦,flat,Team 05,control,勝負所への運搬,Jan Tratnik,平坦牽引,basic,1,味方エース,1.944,9.362
11,Vichy > Nevers,平坦,flat,Team 05,control,勝負所への運搬,Simone Consonni,高速リードアウト,specialty,2,味方エース,3.426,9.362
11,Vichy > Nevers,平坦,flat,Team 05,decisive,決着,Kasper Asgreen,ローテーション牽引,specialty,2,味方エース,2.757,9.362
11,Vichy > Nevers,平坦,flat,Team 05,decisive,決着,Simone Consonni,最終発射,decisive,3,味方エース,6.892,9.362
11,Vichy > Nevers,平坦,flat,Team 06,setup,展開形成,Jasper Philipsen,高速リードアウト,specialty,2,味方エース,4.166,11.022
11,Vichy > Nevers,平坦,flat,Team 06,setup,展開形成,Arne Marit,高速リードアウト,specialty,2,味方エース,4.034,11.022
11,Vichy > Nevers,平坦,flat,Team 06,setup,展開形成,Kamil Gradek,平坦牽引,basic,1,味方エース,1.99,11.022
11,Vichy > Nevers,平坦,flat,Team 06,control,勝負所への運搬,Jasper Philipsen,巡航温存,basic,1,本人,2.048,11.022
11,Vichy > Nevers,平坦,flat,Team 06,control,勝負所への運搬,Christophe Laporte,平坦牽引,basic,1,味方エース,1.863,11.022
11,Vichy > Nevers,平坦,flat,Team 06,control,勝負所への運搬,Luke Plapp,平坦牽引,basic,1,味方エース,2.045,11.022
11,Vichy > Nevers,平坦,flat,Team 06,control,勝負所への運搬,Arne Marit,平坦牽引,basic,1,味方エース,1.801,11.022
11,Vichy > Nevers,平坦,flat,Team 06,control,勝負所への運搬,Kamil Gradek,平坦牽引,basic,1,味方エース,2.047,11.022
11,Vichy > Nevers,平坦,flat,Team 06,decisive,決着,Christophe Laporte,高速リードアウト,specialty,2,味方エース,4.175,11.022
11,Vichy > Nevers,平坦,flat,Team 06,decisive,決着,Magnus Cort,無賃乗車,decisive,3,本人,8.121,11.022
11,Vichy > Nevers,平坦,flat,Team 07,setup,展開形成,Filippo Fiorelli,トレイン加速,specialty,2,味方チーム,3.973,10.481
11,Vichy > Nevers,平坦,flat,Team 07,setup,展開形成,Bert Van Lerberghe,高速リードアウト,specialty,2,味方エース,4.087,10.481
11,Vichy > Nevers,平坦,flat,Team 07,setup,展開形成,Anders Halland Johannessen,平坦牽引,basic,1,味方エース,1.852,10.481
11,Vichy > Nevers,平坦,flat,Team 07,control,勝負所への運搬,Remco Evenepoel,高速巡航,specialty,2,本人,4.314,10.481
11,Vichy > Nevers,平坦,flat,Team 07,control,勝負所への運搬,Anders Halland Johannessen,平坦牽引,basic,1,味方エース,1.913,10.481
11,Vichy > Nevers,平坦,flat,Team 07,control,勝負所への運搬,Gal Glivar,トレイン加速,specialty,2,味方チーム,3.467,10.481
11,Vichy > Nevers,平坦,flat,Team 07,decisive,決着,Filippo Fiorelli,トレイン加速,specialty,2,味方チーム,4.026,10.481
11,Vichy > Nevers,平坦,flat,Team 07,decisive,決着,Bert Van Lerberghe,最終発射,decisive,3,味方エース,7.296,10.481
11,Vichy > Nevers,平坦,flat,Team 08,setup,展開形成,Yves Lampaert,平坦牽引,basic,1,味方エース,1.919,9.438
11,Vichy > Nevers,平坦,flat,Team 08,setup,展開形成,Mike Teunissen,高速リードアウト,specialty,2,味方エース,4.143,9.438
11,Vichy > Nevers,平坦,flat,Team 08,setup,展開形成,Jakob Söderqvist,高速牽引,specialty,2,味方エース,3.458,9.438
11,Vichy > Nevers,平坦,flat,Team 08,control,勝負所への運搬,Yves Lampaert,ローテーション牽引,specialty,2,味方エース,3.458,9.438
11,Vichy > Nevers,平坦,flat,Team 08,control,勝負所への運搬,Mike Teunissen,高速リードアウト,specialty,2,味方エース,3.486,9.438
11,Vichy > Nevers,平坦,flat,Team 08,control,勝負所への運搬,Jakob Söderqvist,平坦牽引,basic,1,味方エース,1.944,9.438
11,Vichy > Nevers,平坦,flat,Team 08,decisive,決着,Mike Teunissen,最終発射,decisive,3,味方エース,7.003,9.438
11,Vichy > Nevers,平坦,flat,Team 08,decisive,決着,Jakob Söderqvist,ローテーション牽引,specialty,2,味方エース,2.755,9.438
11,Vichy > Nevers,平坦,flat,Team 09,setup,展開形成,Filippo Ganna,車輪キープ,basic,1,本人,1.874,10.606
11,Vichy > Nevers,平坦,flat,Team 09,setup,展開形成,Albert Withen Philipsen,平坦牽引,basic,1,味方エース,1.939,10.606
11,Vichy > Nevers,平坦,flat,Team 09,setup,展開形成,Edward Theuns,高速リードアウト,specialty,2,味方エース,4.109,10.606
11,Vichy > Nevers,平坦,flat,Team 09,setup,展開形成,Callum Thornley,平坦牽引,basic,1,味方エース,2.03,10.606
11,Vichy > Nevers,平坦,flat,Team 09,control,勝負所への運搬,Filippo Ganna,高速巡航,specialty,2,本人,4.121,10.606
11,Vichy > Nevers,平坦,flat,Team 09,control,勝負所への運搬,Baptiste Veistroffer,平坦牽引,basic,1,味方エース,1.973,10.606
11,Vichy > Nevers,平坦,flat,Team 09,control,勝負所への運搬,Albert Withen Philipsen,平坦牽引,basic,1,味方エース,1.997,10.606
11,Vichy > Nevers,平坦,flat,Team 09,control,勝負所への運搬,Callum Thornley,平坦牽引,basic,1,味方エース,2.085,10.606
11,Vichy > Nevers,平坦,flat,Team 09,decisive,決着,Filippo Ganna,車輪キープ,basic,1,本人,2.417,10.606
11,Vichy > Nevers,平坦,flat,Team 09,decisive,決着,Edward Theuns,最終発射,decisive,3,味方エース,7.348,10.606
11,Vichy > Nevers,平坦,flat,Team 09,decisive,決着,Callum Thornley,平坦牽引,basic,1,味方エース,1.491,10.606
11,Vichy > Nevers,平坦,flat,Team 10,setup,展開形成,Davide Ballerini,高速リードアウト,specialty,2,味方エース,4.061,9.492
11,Vichy > Nevers,平坦,flat,Team 10,setup,展開形成,Edoardo Affini,平坦牽引,basic,1,味方エース,1.96,9.492
11,Vichy > Nevers,平坦,flat,Team 10,setup,展開形成,Francesco Busatto,平坦牽引,basic,1,味方エース,1.948,9.492
11,Vichy > Nevers,平坦,flat,Team 10,setup,展開形成,Alberto Bruttomesso,前方誘導,basic,1,味方エース,1.73,9.492
11,Vichy > Nevers,平坦,flat,Team 10,control,勝負所への運搬,Davide Ballerini,高速リードアウト,specialty,2,味方エース,3.409,9.492
11,Vichy > Nevers,平坦,flat,Team 10,control,勝負所への運搬,Edoardo Affini,ローテーション牽引,specialty,2,味方エース,3.539,9.492
11,Vichy > Nevers,平坦,flat,Team 10,control,勝負所への運搬,Francesco Busatto,平坦牽引,basic,1,味方エース,2.006,9.492
11,Vichy > Nevers,平坦,flat,Team 10,decisive,決着,Davide Ballerini,最終発射,decisive,3,味方エース,6.856,9.492
11,Vichy > Nevers,平坦,flat,Team 10,decisive,決着,Francesco Busatto,ローテーション牽引,specialty,2,味方エース,2.88,9.492
11,Vichy > Nevers,平坦,flat,Team 11,setup,展開形成,Tim Merlier,車輪キープ,basic,1,本人,2.057,10.575
11,Vichy > Nevers,平坦,flat,Team 11,setup,展開形成,Bob Jungels,平坦牽引,basic,1,味方エース,1.948,10.575
11,Vichy > Nevers,平坦,flat,Team 11,setup,展開形成,Julius van den Berg,高速リードアウト,specialty,2,味方エース,4.104,10.575
11,Vichy > Nevers,平坦,flat,Team 11,setup,展開形成,Bart Lemmen,平坦牽引,basic,1,味方エース,2,10.575
11,Vichy > Nevers,平坦,flat,Team 11,control,勝負所への運搬,Tim Merlier,巡航温存,basic,1,本人,2.062,10.575
11,Vichy > Nevers,平坦,flat,Team 11,control,勝負所への運搬,Bob Jungels,平坦牽引,basic,1,味方エース,2.006,10.575
11,Vichy > Nevers,平坦,flat,Team 11,control,勝負所への運搬,Nils Politt,平坦牽引,basic,1,味方エース,2.031,10.575
11,Vichy > Nevers,平坦,flat,Team 11,control,勝負所への運搬,Julius van den Berg,平坦牽引,basic,1,味方エース,1.811,10.575
11,Vichy > Nevers,平坦,flat,Team 11,control,勝負所への運搬,Bart Lemmen,平坦牽引,basic,1,味方エース,2.056,10.575
11,Vichy > Nevers,平坦,flat,Team 11,decisive,決着,Tim Merlier,車輪キープ,basic,1,本人,2.642,10.575
11,Vichy > Nevers,平坦,flat,Team 11,decisive,決着,Julius van den Berg,最終発射,decisive,3,味方エース,7.135,10.575
11,Vichy > Nevers,平坦,flat,Team 11,decisive,決着,Bart Lemmen,平坦牽引,basic,1,味方エース,1.463,10.575
11,Vichy > Nevers,平坦,flat,Team 12,setup,展開形成,Darren Rafferty,高速リードアウト,specialty,2,味方エース,4.005,8.987
11,Vichy > Nevers,平坦,flat,Team 12,setup,展開形成,Fredrik Dversnes,位置引き上げ,basic,1,味方エース,1.32,8.987
11,Vichy > Nevers,平坦,flat,Team 12,setup,展開形成,Artem Shmidt,高速牽引,specialty,2,味方エース,3.601,8.987
11,Vichy > Nevers,平坦,flat,Team 12,control,勝負所への運搬,Jorge Arcas,トラブル復帰,basic,1,味方エース,1.273,8.987
11,Vichy > Nevers,平坦,flat,Team 12,control,勝負所への運搬,Darren Rafferty,高速リードアウト,specialty,2,味方エース,3.356,8.987
11,Vichy > Nevers,平坦,flat,Team 12,control,勝負所への運搬,Artem Shmidt,ローテーション牽引,specialty,2,味方エース,3.524,8.987
11,Vichy > Nevers,平坦,flat,Team 12,decisive,決着,Darren Rafferty,最終発射,decisive,3,味方エース,6.779,8.987
11,Vichy > Nevers,平坦,flat,Team 12,decisive,決着,Artem Shmidt,ローテーション牽引,specialty,2,味方エース,2.798,8.987
11,Vichy > Nevers,平坦,flat,Team 13,setup,展開形成,Amanuel Ghebreigzabhier,進路確保,basic,1,味方エース,1.175,8.962
11,Vichy > Nevers,平坦,flat,Team 13,setup,展開形成,Dylan van Baarle,平坦牽引,basic,1,味方エース,1.972,8.962
11,Vichy > Nevers,平坦,flat,Team 13,setup,展開形成,Dries Van Gestel,位置引き上げ,basic,1,味方エース,1.319,8.962
11,Vichy > Nevers,平坦,flat,Team 13,setup,展開形成,Gerben Thijssen,高速リードアウト,specialty,2,味方エース,4.122,8.962
11,Vichy > Nevers,平坦,flat,Team 13,control,勝負所への運搬,Amanuel Ghebreigzabhier,トラブル復帰,basic,1,味方エース,1.285,8.962
11,Vichy > Nevers,平坦,flat,Team 13,control,勝負所への運搬,Dylan van Baarle,ローテーション牽引,specialty,2,味方エース,3.564,8.962
11,Vichy > Nevers,平坦,flat,Team 13,control,勝負所への運搬,Gerben Thijssen,高速リードアウト,specialty,2,味方エース,3.467,8.962
11,Vichy > Nevers,平坦,flat,Team 13,decisive,決着,Dylan van Baarle,ローテーション牽引,specialty,2,味方エース,2.841,8.962
11,Vichy > Nevers,平坦,flat,Team 13,decisive,決着,Gerben Thijssen,最終発射,decisive,3,味方エース,6.76,8.962
11,Vichy > Nevers,平坦,flat,Team 14,setup,展開形成,Anton Kuzmin,平坦牽引,basic,1,味方エース,1.896,10.418
11,Vichy > Nevers,平坦,flat,Team 14,setup,展開形成,Johan Jacobs,高速リードアウト,specialty,2,味方エース,3.981,10.418
11,Vichy > Nevers,平坦,flat,Team 14,setup,展開形成,Adrien Boichis,高速牽引,specialty,2,味方エース,3.568,10.418
11,Vichy > Nevers,平坦,flat,Team 14,control,勝負所への運搬,Anton Kuzmin,平坦牽引,basic,1,味方エース,1.955,10.418
11,Vichy > Nevers,平坦,flat,Team 14,control,勝負所への運搬,Johan Jacobs,高速リードアウト,specialty,2,味方エース,3.333,10.418
11,Vichy > Nevers,平坦,flat,Team 14,control,勝負所への運搬,Adrien Boichis,ローテーション牽引,specialty,2,味方エース,3.494,10.418
11,Vichy > Nevers,平坦,flat,Team 14,decisive,決着,Jonas Abrahamsen,無賃乗車,decisive,3,本人,8.213,10.418
11,Vichy > Nevers,平坦,flat,Team 14,decisive,決着,Johan Jacobs,高速リードアウト,specialty,2,味方エース,3.836,10.418
11,Vichy > Nevers,平坦,flat,Team 15,setup,展開形成,Jonathan Milan,高速リードアウト,specialty,2,味方エース,4.137,9.086
11,Vichy > Nevers,平坦,flat,Team 15,setup,展開形成,Ethan Hayter,高速牽引,specialty,2,味方エース,3.701,9.086
11,Vichy > Nevers,平坦,flat,Team 15,setup,展開形成,Antoine L'Hote,位置引き上げ,basic,1,味方エース,1.327,9.086
11,Vichy > Nevers,平坦,flat,Team 15,control,勝負所への運搬,Jonathan Milan,高速リードアウト,specialty,2,味方エース,3.48,9.086
11,Vichy > Nevers,平坦,flat,Team 15,control,勝負所への運搬,Ethan Hayter,ローテーション牽引,specialty,2,味方エース,3.619,9.086
11,Vichy > Nevers,平坦,flat,Team 15,control,勝負所への運搬,Lars Craps,トラブル復帰,basic,1,味方エース,1.253,9.086
11,Vichy > Nevers,平坦,flat,Team 15,decisive,決着,Jonathan Milan,高速リードアウト,specialty,2,味方エース,3.974,9.086
11,Vichy > Nevers,平坦,flat,Team 15,decisive,決着,Ethan Hayter,高速発射,decisive,3,味方エース,5.558,9.086
11,Vichy > Nevers,平坦,flat,Team 16,setup,展開形成,Olav Kooij,高速リードアウト,specialty,2,味方エース,4.09,9.012
11,Vichy > Nevers,平坦,flat,Team 16,setup,展開形成,Stefan Bissegger,高速牽引,specialty,2,味方エース,3.652,9.012
11,Vichy > Nevers,平坦,flat,Team 16,setup,展開形成,Axel Laurance,位置引き上げ,basic,1,味方エース,1.354,9.012
11,Vichy > Nevers,平坦,flat,Team 16,control,勝負所への運搬,Olav Kooij,高速リードアウト,specialty,2,味方エース,3.436,9.012
11,Vichy > Nevers,平坦,flat,Team 16,control,勝負所への運搬,Stefan Bissegger,ローテーション牽引,specialty,2,味方エース,3.572,9.012
11,Vichy > Nevers,平坦,flat,Team 16,control,勝負所への運搬,Axel Laurance,ペース調整,basic,1,逃げ集団,1.295,9.012
11,Vichy > Nevers,平坦,flat,Team 16,decisive,決着,Olav Kooij,高速リードアウト,specialty,2,味方エース,3.932,9.012
11,Vichy > Nevers,平坦,flat,Team 16,decisive,決着,Stefan Bissegger,横風エンジン,decisive,3,味方エース,5.505,9.012
11,Vichy > Nevers,平坦,flat,Team 17,setup,展開形成,Arnaud De Lie,車輪キープ,basic,1,本人,2.029,8.176
11,Vichy > Nevers,平坦,flat,Team 17,setup,展開形成,Michał Kwiatkowski,安全誘導,basic,1,味方エース,1.336,8.176
11,Vichy > Nevers,平坦,flat,Team 17,setup,展開形成,Adrià Pericas,進路確保,basic,1,味方エース,1.13,8.176
11,Vichy > Nevers,平坦,flat,Team 17,setup,展開形成,Liam Slock,高速牽引,specialty,2,味方エース,3.594,8.176
11,Vichy > Nevers,平坦,flat,Team 17,control,勝負所への運搬,Arnaud De Lie,車輪キープ,basic,1,本人,1.972,8.176
11,Vichy > Nevers,平坦,flat,Team 17,control,勝負所への運搬,Michał Kwiatkowski,ダウンヒル牽引,specialty,2,味方エース,2.317,8.176
11,Vichy > Nevers,平坦,flat,Team 17,control,勝負所への運搬,Liam Slock,ローテーション牽引,specialty,2,味方エース,3.518,8.176
11,Vichy > Nevers,平坦,flat,Team 17,decisive,決着,Arnaud De Lie,車輪キープ,basic,1,本人,2.615,8.176
11,Vichy > Nevers,平坦,flat,Team 17,decisive,決着,Michał Kwiatkowski,安全誘導,basic,1,味方エース,0.812,8.176
11,Vichy > Nevers,平坦,flat,Team 17,decisive,決着,Liam Slock,全開牽引,decisive,3,味方エース,5.043,8.176
11,Vichy > Nevers,平坦,flat,Team 18,setup,展開形成,Filippo Conca,トレイン加速,specialty,2,味方チーム,4.077,9.966
11,Vichy > Nevers,平坦,flat,Team 18,setup,展開形成,Davide Piganzoli,平坦牽引,basic,1,味方エース,1.968,9.966
11,Vichy > Nevers,平坦,flat,Team 18,setup,展開形成,Felix Engelhardt,平坦牽引,basic,1,味方エース,1.927,9.966
11,Vichy > Nevers,平坦,flat,Team 18,setup,展開形成,Alec Segaert,平坦牽引,basic,1,味方エース,2.006,9.966
11,Vichy > Nevers,平坦,flat,Team 18,control,勝負所への運搬,Filippo Conca,トレイン加速,specialty,2,味方チーム,3.424,9.966
11,Vichy > Nevers,平坦,flat,Team 18,control,勝負所への運搬,Davide Piganzoli,平坦牽引,basic,1,味方エース,2.025,9.966
11,Vichy > Nevers,平坦,flat,Team 18,control,勝負所への運搬,Felix Engelhardt,平坦牽引,basic,1,味方エース,1.985,9.966
11,Vichy > Nevers,平坦,flat,Team 18,control,勝負所への運搬,Alec Segaert,平坦牽引,basic,1,味方エース,2.063,9.966
11,Vichy > Nevers,平坦,flat,Team 18,decisive,決着,Filippo Conca,無賃乗車,decisive,3,本人,7.278,9.966
11,Vichy > Nevers,平坦,flat,Team 18,decisive,決着,Alec Segaert,ローテーション牽引,specialty,2,味方エース,2.993,9.966
11,Vichy > Nevers,平坦,flat,Team 19,setup,展開形成,Magnus Sheffield,平坦牽引,basic,1,味方エース,1.939,9.819
11,Vichy > Nevers,平坦,flat,Team 19,setup,展開形成,Alessandro Covi,平坦牽引,basic,1,味方エース,1.957,9.819
11,Vichy > Nevers,平坦,flat,Team 19,setup,展開形成,Casper van Uden,高速リードアウト,specialty,2,味方エース,4.115,9.819
11,Vichy > Nevers,平坦,flat,Team 19,setup,展開形成,Christopher Juul-Jensen,平坦牽引,basic,1,味方エース,1.996,9.819
11,Vichy > Nevers,平坦,flat,Team 19,control,勝負所への運搬,Magnus Sheffield,平坦牽引,basic,1,味方エース,1.997,9.819
11,Vichy > Nevers,平坦,flat,Team 19,control,勝負所への運搬,Alessandro Covi,平坦牽引,basic,1,味方エース,2.015,9.819
11,Vichy > Nevers,平坦,flat,Team 19,control,勝負所への運搬,Casper van Uden,高速リードアウト,specialty,2,味方エース,3.46,9.819
11,Vichy > Nevers,平坦,flat,Team 19,control,勝負所への運搬,Christopher Juul-Jensen,平坦牽引,basic,1,味方エース,2.053,9.819
11,Vichy > Nevers,平坦,flat,Team 19,decisive,決着,Casper van Uden,最終発射,decisive,3,味方エース,6.938,9.819
11,Vichy > Nevers,平坦,flat,Team 19,decisive,決着,Christopher Juul-Jensen,ローテーション牽引,specialty,2,味方エース,2.973,9.819
11,Vichy > Nevers,平坦,flat,Team 20,setup,展開形成,Biniam Girmay,高速リードアウト,specialty,2,味方エース,4.105,8.798
11,Vichy > Nevers,平坦,flat,Team 20,setup,展開形成,Madis Mihkels,位置引き上げ,basic,1,味方エース,1.368,8.798
11,Vichy > Nevers,平坦,flat,Team 20,setup,展開形成,Casper Pedersen,高速牽引,specialty,2,味方エース,3.607,8.798
11,Vichy > Nevers,平坦,flat,Team 20,control,勝負所への運搬,Biniam Girmay,高速リードアウト,specialty,2,味方エース,3.45,8.798
11,Vichy > Nevers,平坦,flat,Team 20,control,勝負所への運搬,Iván García Cortina,トラブル復帰,basic,1,味方エース,1.274,8.798
11,Vichy > Nevers,平坦,flat,Team 20,control,勝負所への運搬,Casper Pedersen,ローテーション牽引,specialty,2,味方エース,3.53,8.798
11,Vichy > Nevers,平坦,flat,Team 20,decisive,決着,Biniam Girmay,高速リードアウト,specialty,2,味方エース,3.946,8.798
11,Vichy > Nevers,平坦,flat,Team 20,decisive,決着,Casper Pedersen,全開牽引,decisive,3,味方エース,5.059,8.798
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,setup,展開形成,Mads Pedersen,車輪キープ,basic,1,本人,2.095,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,setup,展開形成,Alessandro Borgo,平坦牽引,basic,1,味方エース,1.879,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,setup,展開形成,Johan Price-Pejtersen,平坦牽引,basic,1,味方エース,2.068,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,setup,展開形成,Jonas Rickaert,高速リードアウト,specialty,2,味方エース,4.141,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,control,勝負所への運搬,Mads Pedersen,高速巡航,specialty,2,本人,4.185,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,control,勝負所への運搬,Alessandro Borgo,平坦牽引,basic,1,味方エース,1.939,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,control,勝負所への運搬,Johan Price-Pejtersen,平坦牽引,basic,1,味方エース,2.123,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,control,勝負所への運搬,Jonas Rickaert,平坦牽引,basic,1,味方エース,1.814,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,decisive,決着,Mads Pedersen,車輪キープ,basic,1,本人,2.619,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,decisive,決着,Johan Price-Pejtersen,平坦牽引,basic,1,味方エース,1.527,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 01,decisive,決着,Jonas Rickaert,最終発射,decisive,3,味方エース,6.951,10.558
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,setup,展開形成,Jasper De Buyst,高速リードアウト,specialty,2,味方エース,4.011,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,setup,展開形成,Nikias Arndt,高速リードアウト,specialty,2,味方エース,4.05,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,setup,展開形成,Vegard Stake Laengen,平坦牽引,basic,1,味方エース,1.912,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,control,勝負所への運搬,Jordan Labrosse,平坦牽引,basic,1,味方エース,1.944,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,control,勝負所への運搬,Jasper De Buyst,平坦牽引,basic,1,味方エース,1.763,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,control,勝負所への運搬,Nikias Arndt,平坦牽引,basic,1,味方エース,1.787,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,control,勝負所への運搬,Mikkel Bjerg,平坦牽引,basic,1,味方エース,1.998,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,control,勝負所への運搬,Vegard Stake Laengen,平坦牽引,basic,1,味方エース,1.972,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,decisive,決着,Floris Van Tricht,高速リードアウト,specialty,2,味方エース,4.035,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 02,decisive,決着,Nikias Arndt,最終発射,decisive,3,味方エース,7.05,10.321
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,setup,展開形成,Remi Cavagna,高速牽引,specialty,2,味方エース,3.452,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,setup,展開形成,Danny van Poppel,高速リードアウト,specialty,2,味方エース,4.113,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,setup,展開形成,Edoardo Zambanini,風よけ,basic,1,味方エース,1.538,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,control,勝負所への運搬,Gleb Syritsa,トラブル復帰,basic,1,味方エース,1.278,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,control,勝負所への運搬,Remi Cavagna,ローテーション牽引,specialty,2,味方エース,3.384,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,control,勝負所への運搬,Danny van Poppel,高速リードアウト,specialty,2,味方エース,3.458,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,decisive,決着,Remi Cavagna,ローテーション牽引,specialty,2,味方エース,2.666,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 03,decisive,決着,Danny van Poppel,最終発射,decisive,3,味方エース,6.941,9.035
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,setup,展開形成,Luke Durbridge,高速牽引,specialty,2,味方エース,3.471,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,setup,展開形成,Luka Mezgec,高速リードアウト,specialty,2,味方エース,4.15,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,setup,展開形成,Carlos Canal,位置引き上げ,basic,1,味方エース,1.336,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,control,勝負所への運搬,Luke Durbridge,ローテーション牽引,specialty,2,味方エース,3.402,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,control,勝負所への運搬,Luka Mezgec,高速リードアウト,specialty,2,味方エース,3.493,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,control,勝負所への運搬,Frank van den Broek,トラブル復帰,basic,1,味方エース,1.251,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,decisive,決着,Luka Mezgec,高速リードアウト,specialty,2,味方エース,3.986,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 04,decisive,決着,Carlos Canal,最終発射,decisive,3,味方エース,6.495,9.399
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 05,setup,展開形成,Kasper Asgreen,平坦牽引,basic,1,味方エース,1.927,9.362
12,Circuit Nevers Magny-Cours > Chalon-sur-Saône,平坦,flat,Team 05,setup,展開形成,Jan Tratnik,高速牽引,specialty,2,味方エース,3.458,9.362
